user_name,wine_name,user_rating,avg_rating,profile_url
Sipping Fine Wine,Andre Dezat & Fils Pouilly-Fumé 2021,4,4.1,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Hugel Pinot Blanc Cuvée les Amours 2019,3,3.9,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,19 Crimes Red Blend 2021,3,4.0,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Criterion Barolo 2019,4,3.9,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Roederer Estate 25th Anniversary Brut Brut,4,0.0,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Bollinger Champagne Special Cuvée 007 Limited Edition N.V.,4,4.3,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Unknown Winery Le Domaine Gaudry Le Chant de la Vigne Pouilly-Fumé 2021,3,0.0,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Louis Jadot - Domaine Gagey Bouzeron 2021,4,4.0,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Orin Swift Palermo Cabernet Sauvignon 2018,4,4.4,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Domaine du Vieux Lazaret Châteauneuf-du-Pape 2018,4,4.3,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Inama Azienda Agricola Soave Classico 2023,4,3.8,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Emilio Moro Ribera del Duero 2020,4,4.2,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Quintessa Rutherford 2018,4,4.6,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Nicosia Contrada Monte Gorna Etna Bianco 2017,4,4.0,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Château les Carmes Haut-Brion Pessac-Léognan 2018,4,4.3,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Domaine Drouhin Pinot Noir 2018,4,4.2,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Henri Bourgeois La Porte du Caillou Sancerre Blanc 2021,4,4.2,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Achaval-Ferrer Quimera 2021,4,4.2,https://www.vivino.com/users/sippingfinewine
Sipping Fine Wine,Château les Carmes Haut-Brion Pessac-Léognan 2017,4,4.2,https://www.vivino.com/users/sippingfinewine
